Notes,current_age,retirement_age,current_savings,savings_after_disability,additional_annual_savings,portfolio,annual_expenses_start_year,annual_expenses_length,annual_expenses_amount,age,portfolio_value_expected,portfolio_value_ub,portfolio_value_lb,income_expected,income_ub,income_lb
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES080,1,10,10000,51,118573.3904,167623.4393,69260.58258,13957.80515,20551.7789,7188.500606
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES080,1,10,10000,52,130792.4925,184096.9952,77033.54582,15055.14002,22117.67119,7711.910716
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES080,1,10,10000,53,143565.9895,203048.928,84823.42809,16148.63798,23810.09535,8252.343366
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES080,1,10,10000,54,156798.7661,221069.4902,92693.42661,17241.62753,25500.9771,8796.333523
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES080,1,10,10000,55,170907.6261,240124.9517,101696.0326,18383.00449,27230.42542,9259.706665
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES080,1,10,10000,56,185748.4317,259433.32,110440.3411,19532.94207,28963.46138,9678.844995
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES080,1,10,10000,57,201720.2947,281014.0564,119170.1587,20726.50642,30861.90056,10174.70973
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES080,1,10,10000,58,218528.6551,305579.6242,128898.6363,21910.83675,32671.22725,10616.90112
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES080,1,10,10000,59,236152.634,332937.4794,138695.5088,23139.25906,34559.09178,11086.39332
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES080,1,10,10000,60,255164.0581,360183.7505,148296.5924,24404.91613,36809.35796,11472.94132
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES080,1,10,10000,61,275044.2379,387084.8309,158732.8714,25734.12891,38854.20364,11875.47173
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES080,1,10,10000,62,296265.935,419015.2576,170326.6039,27093.94496,41044.32921,12335.80043
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES080,1,10,10000,63,318288.1784,450331.1851,181446.197,28467.73917,43311.7507,12768.58167
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES080,1,10,10000,64,341664.5616,485029.7541,194190.6996,29783.73785,45620.63345,13124.55343
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES080,1,10,10000,65,366322.6914,521354.5532,206584.2102,31197.68939,47993.68253,13501.29383
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,40,200000,200000,200000,30345.83025,30345.83025,30345.83025
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,41,100856.2094,113275.7406,88485.16022,14961.90948,17238.49856,12684.61881
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,42,101818.1355,119755.6216,83833.7904,14776.0973,17962.30843,11578.91733
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,43,102937.4013,125671.8588,80242.54736,14608.25523,18443.33678,10645.03618
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,44,104117.237,131257.1753,76620.94779,14434.98641,18937.1133,9867.130774
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,45,105481.565,137055.832,73546.57641,14295.21929,19365.95652,9159.880485
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,46,106823.8959,142249.4333,70597.90887,14167.7538,19621.37609,8544.041029
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,47,107926.1216,147253.1789,67960.45404,13998.94622,19782.69894,7980.80684
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,48,109269.4299,152282.3288,65333.51681,13873.70473,20065.82256,7447.160806
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,49,110880.8326,158648.2127,62818.36685,13756.01227,20432.32538,6917.339098
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,50,112483.289,162927.0092,60056.82429,13639.05411,20604.77388,6402.043423
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,51,124478.3599,180494.546,67742.90231,14719.76524,22196.18163,6962.93996
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,52,136998.9182,197720.8967,75024.99004,15845.0562,23872.83801,7473.827488
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,53,150391.6278,216652.7478,82728.68303,16994.50527,25556.79328,7977.054864
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,54,165041.6947,236591.2085,91091.47867,18233.93529,27596.43379,8467.890015
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,55,180224.3309,258325.2106,99765.13985,19487.51215,29536.90942,8977.903364
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,56,196472.3904,281766.1626,107895.1897,20748.73737,31402.63407,9461.224218
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,57,213601.2452,305874.3167,116841.3833,22083.09154,33514.74323,9895.173281
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,58,231899.9575,332761.0143,126789.7086,23420.58446,35509.6788,10335.25414
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,59,251374.2659,360338.3503,136991.3236,24795.67555,37743.13294,10767.72139
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,60,271332.0426,389468.7396,147398.7215,26154.66559,40183.33975,11220.65067
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,61,292752.1109,419928.1527,158636.7347,27588.94433,42291.27398,11584.69229
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,62,315368.8438,454281.9267,169232.183,29096.02373,44733.44384,11959.79927
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,63,340312.7236,491976.9677,181231.5383,30684.2243,47341.05337,12379.01746
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,64,365518.1777,530626.2222,191406.8891,32233.45296,50136.94318,12793.93902
disability case 2 - older age,40,65,200000,100000,5000,MPU_ES090,1,10,10000,65,393418.9324,569905.6789,204419.5485,33879.51884,52523.92995,13197.54904
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,40,200000,200000,200000,30345.83025,30345.83025,30345.83025
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,41,103159.8647,106243.5541,100103.5713,15296.29126,16468.70016,14113.08021
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,42,106432.6962,110901.4847,101904.9401,15411.42752,17044.04803,13755.89258
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,43,109796.6107,115482.2795,104121.384,15503.24716,17537.21983,13474.21396
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,44,113287.9119,120038.0338,106518.2704,15627.90846,17987.21143,13266.31216
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,45,116846.4292,124679.2238,109077.1291,15743.67869,18413.8249,13041.59632
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,46,120580.5074,129447.6263,111717.9057,15855.14459,18811.51853,12888.83235
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,47,124423.4563,134459.6119,114598.493,15962.26661,19166.2484,12738.78732
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,48,128468.8295,139443.8043,117668.7125,16072.75231,19522.47738,12622.28517
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,49,132534.1286,144595.4447,120646.8587,16193.42539,19860.89624,12483.34917
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,50,136786.6761,149857.5083,123678.4407,16316.3189,20207.18731,12443.61821
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,51,151349.6103,165562.8323,137258.8732,17639.98398,22089.70784,13201.59559
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,52,166352.514,181995.5431,150829.6059,18964.71272,23951.71391,13967.53264
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,53,181803.2353,198551.0868,165113.3379,20262.74478,25796.08533,14686.12832
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,54,197832.873,216251.4585,179669.5109,21532.79931,27647.75743,15360.42822
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,55,214396.9044,234175.832,194739.879,22782.69254,29463.9189,16052.6337
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,56,231471.8776,253172.5721,210014.4621,24027.23949,31263.39315,16657.43098
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,57,249074.1822,272148.1037,225489.9804,25263.18296,33054.10476,17273.16638
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,58,267335.2837,292629.689,241765.0472,26494.64605,34822.4088,17897.63487
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,59,286003.3395,313727.114,258132.3642,27731.81758,36784.87201,18528.97954
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,60,305484.4301,335255.5465,275298.1496,28942.08823,38783.20291,19104.396
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,61,325609.439,357948.4225,293068.0241,30100.08191,40374.39663,19605.3085
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,62,346462.5362,381469.23,311360.3517,31281.01609,42206.50091,20121.71199
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,63,367855.777,406069.7896,330274.255,32454.17689,43997.78454,20660.01741
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,64,390052.6656,431257.9927,349464.0062,33608.45338,45805.26705,21148.06475
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES010,1,10,10000,65,412925.8228,457215.6438,369431.3738,34765.68634,47520.13203,21492.86309
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,40,200000,200000,200000,30345.83025,30345.83025,30345.83025
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,41,103546.0187,107479.3633,99610.85445,15341.18422,16559.59085,14124.11837
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,42,107174.4753,112899.9167,101360.1078,15483.25939,17183.66992,13778.29396
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,43,110945.4321,118182.8572,103703.5766,15639.23166,17704.98526,13526.69641
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,44,114850.5051,123556.0845,106124.4636,15801.75677,18228.46738,13330.89563
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,45,118909.2864,129104.5842,108758.3002,15957.5993,18719.87403,13168.95005
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,46,123168.0922,134685.6065,111674.5783,16112.09303,19135.77904,13042.60136
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,47,127629.626,140513.8941,114864.0276,16282.75466,19590.90035,12910.79713
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,48,132176.015,146189.4844,118124.4399,16455.85168,20024.66119,12869.80002
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,49,136888.4452,152537.9475,121362.8115,16634.20989,20505.90315,12770.58023
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,50,141689.8043,158737.1925,124869.2261,16810.50833,20883.21793,12728.81466
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,51,157019.619,175597.7836,138718.6352,18197.96967,22823.74441,13572.55107
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,52,172923.1797,193172.3259,152955.0408,19574.96782,24804.44344,14361.21458
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,53,189335.2782,211350.6043,167347.5822,20939.73666,26741.68295,15082.02598
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,54,206345.4566,230608.7342,182238.2281,22257.54959,28613.43348,15843.65639
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,55,223914.4509,249991.5904,197460.3852,23591.42143,30472.74113,16579.42562
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,56,242203.3434,271189.6744,213335.3492,24931.00795,32518.93602,17297.05032
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,57,261134.9552,292800.1361,229631.4703,26259.79039,34405.36376,17978.38831
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,58,280746.6448,315039.5242,246545.3557,27612.62666,36367.03488,18646.57257
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,59,301089.2198,337998.3818,263989.5279,28926.29433,38448.49864,19318.47744
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,60,322059.6404,362046.7404,281286.4689,30239.38983,40467.72888,19913.77601
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,61,343873.4438,387891.3802,300279.766,31536.4696,42337.26531,20539.13615
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,62,366300.5347,413437.9991,319504.4362,32859.47361,44457.99051,21207.26316
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,63,389464.0029,440779.6887,338350.8559,34127.96805,46464.99809,21739.01969
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,64,413875.2693,468859.7997,358198.5714,35367.42024,48205.40815,22243.34847
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES020,1,10,10000,65,438667.5865,497800.3691,378626.9606,36631.95809,50086.06086,22777.04767
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,40,200000,200000,200000,30345.83025,30345.83025,30345.83025
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,41,103924.5811,108884.6338,98996.93811,15382.00205,16653.29933,14097.82454
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,42,107986.5293,115265.4954,100628.1465,15581.04129,17401.16325,13783.10064
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,43,112130.3115,121383.9641,102830.2527,15786.95133,18032.10046,13537.59766
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,44,116474.5875,127603.3697,105241.635,16017.00035,18630.41237,13372.65662
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,45,121030.4933,133999.661,107824.9478,16257.79932,19236.56127,13239.92648
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,46,125750.5827,140502.1821,110763.4105,16468.17502,19782.8068,13109.68251
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,47,130732.1672,147032.9263,114069.4984,16706.02464,20375.32821,13063.28103
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,48,135795.3935,154114.1431,117269.4843,16929.46732,20882.13017,12988.68274
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,49,141045.3576,161146.6176,120619.26,17174.86131,21436.98883,12951.77165
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,50,146502.2382,168474.9165,124212.4475,17403.96783,21923.22848,12876.76353
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,51,162532.5083,186734.7747,138399.624,18871.04401,23869.50413,13773.15392
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,52,179120.4508,205538.4574,152364.6597,20318.21393,25978.92718,14610.77101
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,53,196496.7399,225692.9386,167336.9489,21745.63271,28051.75598,15459.51658
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,54,214393.9936,246124.1615,182287.4307,23166.64538,30027.9038,16304.77306
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,55,233167.8822,267960.8096,198089.0906,24584.32153,32201.45489,17043.89054
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,56,252479.1436,289943.5234,214203.5549,25984.53669,34125.5743,17791.83325
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,57,272603.4861,314141.2455,230725.5068,27369.05624,36157.02453,18502.23731
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,58,293538.8646,338665.2211,248156.8482,28799.49278,38375.5983,19188.92988
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,59,315278.4373,364913.8976,265342.5353,30219.56689,40502.34213,19963.69064
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,60,337957.4492,391765.0292,283677.64,31611.88021,42605.17749,20586.99112
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,61,361503.551,419624.5973,302517.6769,33024.15225,44736.27829,21277.78697
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,62,385622.0924,448996.4638,322153.8663,34390.62822,46928.2476,21822.40265
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,63,411000.1346,479527.1202,342069.8661,35811.98409,49068.65831,22376.12176
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,64,437431.9316,511497.0142,362719.5736,37230.39749,51315.06886,23133.37305
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES030,1,10,10000,65,464551.1583,545099.8462,383611.7356,38563.86558,53616.1972,23666.88305
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,40,200000,200000,200000,30345.83025,30345.83025,30345.83025
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,41,104264.0116,110455.5453,98122.36209,15430.78981,16831.6405,14032.76319
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,42,108853.0168,118090.8241,99599.21234,15726.13175,17746.20969,13715.85548
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,43,113436.3354,125122.7299,101749.7867,15991.21155,18492.55521,13508.96175
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,44,118314.5092,132298.808,104063.2496,16280.0363,19187.78666,13354.81242
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,45,123327.2402,139553.5133,106958.2825,16570.83545,19934.6711,13220.856
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,46,128643.375,147108.4656,110007.5682,16848.25478,20577.53768,13163.22849
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,47,134252.5349,155415.6392,112978.7147,17132.69643,21224.10595,13065.61738
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,48,139988.3909,163712.0206,116092.8441,17441.10826,21901.02472,13024.67883
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,49,145954.5598,172098.3015,119975.703,17764.89619,22515.70777,13035.04983
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,50,152152.629,181198.4146,123861.34,18077.61182,23134.11468,12994.45026
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,51,168803.2654,200066.5651,137779.2582,19588.8721,25151.66381,13895.88209
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,52,186215.8362,220559.3413,152072.0688,21132.03531,27324.73302,14748.26871
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,53,204519.7325,242348.7761,166824.6097,22635.27566,29559.42386,15550.7847
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,54,223717.6744,265490.5234,182011.5674,24161.65401,31811.96713,16486.56931
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,55,243670.5449,289227.109,198014.8198,25708.20249,34007.50083,17318.73658
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,56,264779.9848,314904.4763,214248.8178,27252.76761,36267.81472,18115.09453
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,57,286704.9342,342139.7578,231556.2654,28813.23078,38441.85405,18923.13192
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,58,309504.3633,369461.1998,249303.7881,30330.88576,40799.79119,19731.56663
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,59,333391.2916,399528.8651,267483.106,31898.28624,43148.22083,20376.59715
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,60,358465.3226,430507.3357,287147.5904,33467.637,45629.61742,21170.58444
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,61,384249.0899,462821.2592,306115.8929,35041.00761,47931.57387,21877.68439
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,62,411324.0272,496421.9147,326996.9631,36615.44312,50355.15295,22536.54971
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,63,439517.232,530946.586,347896.1783,38224.65741,52691.96648,23290.14153
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,64,469016.0096,568883.3125,368995.923,39826.76428,55278.01134,23963.24955
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES040,1,10,10000,65,499645.8278,607727.3707,391239.344,41380.6546,57723.4245,24571.07885
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,40,200000,200000,200000,30345.83025,30345.83025,30345.83025
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,41,104682.3832,112081.671,97207.6323,15500.44477,17054.51489,13938.43789
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,42,109558.5486,120683.0657,98440.48172,15841.17974,18099.48546,13604.09881
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,43,114575.9149,128900.8323,100350.2063,16168.76327,18986.63839,13322.46698
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,44,119998.7175,137431.3727,102846.9999,16528.17116,19810.59857,13246.63194
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,45,125552.0109,145736.1866,105714.9526,16879.2579,20586.46958,13081.83204
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,46,131383.8853,154637.8295,108389.9294,17246.304,21397.45613,13054.26238
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,47,137553.5533,163382.8857,111680.8456,17619.84429,22204.66734,12995.08317
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,48,143907.0267,173030.7511,114771.1227,18007.8224,22957.38077,12969.49785
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,49,150481.5223,182161.8785,118427.0227,18363.59761,23755.26245,12879.48494
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,50,157261.9225,192002.8039,121687.8882,18753.46409,24560.21864,12909.54542
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,51,174937.7431,213195.3828,136016.8526,20360.01487,26787.85286,13930.90091
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,52,193451.3095,236140.0842,151137.9397,22018.84536,29107.47512,14788.35524
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,53,212872.6689,259640.7032,165976.3571,23639.74899,31428.56808,15663.91245
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,54,232853.861,283780.5891,181814.2904,25285.66004,33876.31752,16573.46111
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,55,254223.8313,310702.9248,197358.9484,26937.07651,36344.80208,17382.77719
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,56,276608.4367,338106.5987,214385.4563,28580.11108,38843.87206,18169.29464
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,57,299770.9377,367689.6803,231401.4534,30214.80834,41296.22487,19006.89738
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,58,324135.6054,398088.196,248737.5574,31906.0135,43737.71415,19859.25354
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,59,349479.3109,431711.4084,267291.9226,33608.5211,46347.29349,20632.65448
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,60,375972.5803,464631.2956,286644.3845,35316.89177,48739.36572,21427.13087
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,61,403947.7045,499275.8468,305784.1859,37027.312,51475.57472,22114.34644
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,62,433120.694,537947.7449,326731.4994,38792.33173,54233.19529,22923.15704
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,63,463759.1646,577479.4272,348146.1183,40557.97559,56858.66778,23637.51348
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,64,496074.4759,620046.1722,371137.081,42378.89677,59813.46975,24400.799
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES050,1,10,10000,65,530159.8591,662571.5007,393630.9987,44153.37979,62570.70678,25066.42713
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES060,1,10,10000,40,200000,200000,200000,30345.83025,30345.83025,30345.83025
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES060,1,10,10000,41,104938.5017,113632.7913,96241.32219,15557.43595,17286.56207,13836.07706
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES060,1,10,10000,42,110172.8867,122953.4931,97375.86263,15942.05374,18467.67401,13423.67588
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES060,1,10,10000,43,115631.1391,131951.5495,99130.99073,16329.56655,19426.46863,13196.33126
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES060,1,10,10000,44,121434.5639,141184.2772,101562.7199,16759.80206,20452.11136,13095.44056
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES060,1,10,10000,45,127551.1363,150781.4529,104450.494,17193.15733,21402.12995,12986.65236
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES060,1,10,10000,46,133796.5445,159791.3993,107227.0119,17610.74125,22255.85621,12936.15773
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES060,1,10,10000,47,140186.2207,170067.7471,109950.4576,18004.26536,23068.82808,12849.11225
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES060,1,10,10000,48,147137.6155,180697.5285,113046.0922,18455.08887,23946.72558,12851.77224
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES060,1,10,10000,49,154685.6791,191982.8183,117324.8826,18950.80623,24985.65658,12826.24486
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES060,1,10,10000,50,162472.4493,203144.1306,120514.9553,19453.5857,25873.97741,12873.19164
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES060,1,10,10000,51,181132.3295,226693.553,134778.8428,21192.31357,28453.00695,13832.57373
disability case 2 - older age,40,65,200000,100000,10000,MPU_ES060,1,10,10000,52,200631.9418,250614.4602,149617.7338,22897.40755,30924.83487,14835.52666
